,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,CANCELLED
1909,2015,1,14,3,MQ,MAF,DFW,14.0,309,28.0,0
1910,2015,1,14,3,WN,DEN,OAK,-4.0,957,-31.0,0
1911,2015,1,14,3,AA,DFW,BNA,-6.0,631,-12.0,0
1912,2015,1,14,3,OO,ORD,MKE,-4.0,67,-17.0,0
1913,2015,1,14,3,WN,IAD,DEN,-2.0,1452,-29.0,0
1914,2015,1,14,3,DL,ATL,MDT,-4.0,620,-18.0,0
1915,2015,1,14,3,WN,SMF,BUR,-1.0,358,-1.0,0
1916,2015,1,14,3,OO,ORD,MKG,-10.0,118,-6.0,0
1917,2015,1,14,3,US,CLT,EWR,-4.0,529,-12.0,0
1918,2015,1,14,3,WN,SAN,SJC,-6.0,417,-14.0,0
1919,2015,1,14,3,B6,IAD,BOS,-10.0,413,-15.0,0
1920,2015,1,14,3,WN,OAK,LAS,-2.0,407,-4.0,0
1921,2015,1,14,3,B6,DTW,BOS,-1.0,632,-6.0,0
1922,2015,1,14,3,DL,RSW,CVG,-6.0,879,-9.0,0
1923,2015,1,14,3,WN,LAS,MSY,3.0,1500,-21.0,0
1924,2015,1,14,3,EV,HRL,IAH,-6.0,295,-13.0,0
1925,2015,1,14,3,US,SLC,PHX,-4.0,507,-5.0,0
1926,2015,1,14,3,US,MEM,CLT,28.0,511,26.0,0
1927,2015,1,14,3,WN,BWI,ATL,-3.0,577,-25.0,0
1928,2015,1,14,3,DL,SAN,ATL,-5.0,1892,-12.0,0
1929,2015,1,14,3,WN,MCO,BNA,-1.0,616,-1.0,0
1930,2015,1,14,3,UA,DEN,SLC,1.0,391,-14.0,0
1931,2015,1,14,3,MQ,PIA,DFW,-9.0,672,-20.0,0
1932,2015,1,14,3,WN,PNS,HOU,-3.0,488,-7.0,0
1933,2015,1,14,3,OO,IAH,SLC,-2.0,1195,-8.0,0
1934,2015,1,14,3,DL,MCO,ATL,-5.0,404,-13.0,0
1935,2015,1,14,3,WN,MCO,DAL,2.0,973,-13.0,0
1936,2015,1,14,3,WN,STL,MSP,-2.0,448,-9.0,0
1937,2015,1,14,3,MQ,ORD,DTW,3.0,235,-5.0,0
1938,2015,1,14,3,EV,IAH,VPS,-1.0,528,-11.0,0
1939,2015,1,14,3,OO,IAH,MEM,5.0,468,-4.0,0
1940,2015,1,14,3,OO,BFL,SFO,73.0,238,50.0,0
1941,2015,1,14,3,UA,ORD,LAX,65.0,1744,26.0,0
1942,2015,1,14,3,WN,DEN,IAD,-5.0,1452,-14.0,0
1943,2015,1,14,3,AA,LAX,DFW,17.0,1235,31.0,0
1944,2015,1,14,3,MQ,DFW,SHV,-3.0,190,0.0,0
1945,2015,1,14,3,AA,SFO,DFW,-1.0,1464,10.0,0
1946,2015,1,14,3,EV,ORD,TVC,-2.0,224,-7.0,0
1947,2015,1,14,3,DL,MSP,BOS,-3.0,1124,-8.0,0
1948,2015,1,14,3,AS,PDX,LAX,-7.0,834,1.0,0
1949,2015,1,14,3,WN,SFO,SNA,-5.0,372,-17.0,0
1950,2015,1,14,3,DL,SJU,ATL,-5.0,1547,-7.0,0
1951,2015,1,14,3,UA,FLL,EWR,3.0,1065,-5.0,0
1952,2015,1,14,3,WN,LAS,SFO,-7.0,414,-22.0,0
1953,2015,1,14,3,OO,COS,LAX,103.0,833,75.0,0
1954,2015,1,14,3,MQ,LGA,DTW,-8.0,502,-13.0,0
1955,2015,1,14,3,WN,SAN,LAS,0.0,258,-9.0,0
1956,2015,1,14,3,WN,OAK,PHX,1.0,646,-6.0,0
1957,2015,1,14,3,DL,ATL,ORD,-1.0,606,-11.0,0
1958,2015,1,14,3,US,LGA,DCA,-7.0,214,12.0,0
1959,2015,1,14,3,MQ,ORD,DTW,7.0,235,1.0,0
1960,2015,1,14,3,B6,TPA,HPN,-5.0,1032,2.0,0
1961,2015,1,14,3,DL,ATL,IAD,-4.0,534,-12.0,0
1962,2015,1,14,3,EV,GNV,ATL,-4.0,300,-8.0,0
1963,2015,1,14,3,WN,MDW,LAX,7.0,1750,-21.0,0
1964,2015,1,14,3,US,PHX,PHL,-1.0,2075,-4.0,0
1965,2015,1,14,3,WN,MDW,BNA,6.0,395,-6.0,0
1966,2015,1,14,3,DL,BOS,MSP,-5.0,1124,-41.0,0
1967,2015,1,14,3,DL,ATL,DAL,-1.0,721,-19.0,0
1968,2015,1,14,3,OO,SFO,SBP,-5.0,190,-6.0,0
1969,2015,1,14,3,EV,ATL,BTR,7.0,448,7.0,0
1970,2015,1,14,3,B6,EWR,MCO,-10.0,937,-1.0,0
1971,2015,1,14,3,UA,LAX,JFK,0.0,2475,-8.0,0
1972,2015,1,14,3,AA,DFW,SEA,2.0,1660,-15.0,0
1973,2015,1,14,3,EV,IAH,JAN,-4.0,351,22.0,0
1974,2015,1,14,3,EV,EWR,MSP,18.0,1008,3.0,0
1975,2015,1,14,3,DL,FLL,ATL,4.0,581,-18.0,0
1976,2015,1,14,3,VX,DCA,SFO,9.0,2442,-25.0,0
1977,2015,1,14,3,OO,SLC,ORD,-6.0,1250,0.0,0
1978,2015,1,14,3,OO,SLC,MSY,-10.0,1428,-26.0,0
1979,2015,1,14,3,EV,MSP,MDW,8.0,349,9.0,0
1980,2015,1,14,3,EV,ORD,XNA,-7.0,522,-23.0,0
1981,2015,1,14,3,B6,ORD,BOS,-9.0,867,-13.0,0
1982,2015,1,14,3,EV,MSP,IAH,-4.0,1034,-15.0,0
1983,2015,1,14,3,OO,DEN,ASE,-9.0,125,-13.0,0
1984,2015,1,14,3,UA,SFO,SEA,-4.0,679,-25.0,0
1985,2015,1,14,3,WN,SNA,SMF,-1.0,404,-2.0,0
1986,2015,1,14,3,WN,MDW,OMA,48.0,423,41.0,0
1987,2015,1,14,3,US,PHL,SJU,14.0,1576,8.0,0
1988,2015,1,14,3,WN,SJC,BUR,-3.0,296,-5.0,0
1989,2015,1,14,3,DL,ATL,PBI,-1.0,545,-18.0,0
1990,2015,1,14,3,US,BOS,DCA,9.0,399,17.0,0
1991,2015,1,14,3,US,CLT,ROC,9.0,573,23.0,0
1992,2015,1,14,3,HA,OGG,LIH,-7.0,201,-3.0,0
1993,2015,1,14,3,OO,SEA,SJC,-6.0,697,11.0,0
1994,2015,1,14,3,WN,CRP,HOU,12.0,187,5.0,0
1995,2015,1,14,3,NK,FLL,IAH,5.0,965,5.0,0
1996,2015,1,14,3,DL,ATL,CHO,-3.0,457,-2.0,0
1997,2015,1,14,3,DL,ATL,PHL,-5.0,666,-4.0,0
1998,2015,1,14,3,AA,DFW,PHX,14.0,868,20.0,0
1999,2015,1,14,3,B6,SFO,LGB,-7.0,354,-10.0,0
2000,2015,1,14,3,WN,OAK,SNA,-5.0,371,-8.0,0
2001,2015,1,14,3,EV,EWR,RIC,,277,,1
2002,2015,1,14,3,UA,SFO,SEA,1.0,679,-17.0,0
2003,2015,1,14,3,EV,ATL,LNK,57.0,841,47.0,0
2004,2015,1,14,3,WN,BWI,MCI,24.0,967,-5.0,0
2005,2015,1,14,3,OO,PHX,SLC,-4.0,507,-12.0,0
2006,2015,1,14,3,US,PHX,MSP,-8.0,1276,-9.0,0
2007,2015,1,14,3,AA,LAX,AUS,-5.0,1242,10.0,0
2008,2015,1,14,3,AA,DFW,MKE,-8.0,853,-14.0,0
2009,2015,1,14,3,EV,DFW,MLU,-4.0,293,-1.0,0
2010,2015,1,14,3,EV,DTW,CHA,-1.0,505,-18.0,0
2011,2015,1,14,3,AS,JNU,SEA,-17.0,909,-13.0,0
2012,2015,1,14,3,US,CLT,BNA,-4.0,328,0.0,0
2013,2015,1,14,3,B6,PBI,BOS,1.0,1197,8.0,0
2014,2015,1,14,3,EV,ATL,MLI,22.0,633,20.0,0
2015,2015,1,14,3,DL,ATL,OKC,15.0,761,13.0,0
2016,2015,1,14,3,DL,ATL,ROC,-5.0,749,1.0,0
2017,2015,1,14,3,OO,SLC,FCA,-8.0,531,-30.0,0
2018,2015,1,14,3,MQ,LGA,RDU,-1.0,431,-3.0,0
2019,2015,1,14,3,US,MIA,CLT,78.0,650,59.0,0
2020,2015,1,14,3,WN,MDW,OMA,-3.0,423,-10.0,0
2021,2015,1,14,3,WN,ATL,DCA,14.0,547,-1.0,0
2022,2015,1,14,3,MQ,DFW,MAF,11.0,309,11.0,0
2023,2015,1,14,3,AA,MIA,RDU,2.0,700,-2.0,0
2024,2015,1,14,3,WN,LAS,PHX,-3.0,255,-9.0,0
2025,2015,1,14,3,DL,ATL,MIA,-2.0,594,-18.0,0
2026,2015,1,14,3,DL,ATL,ORF,-3.0,516,-14.0,0
2027,2015,1,15,4,WN,MSY,DAL,-6.0,436,-8.0,0
2028,2015,1,15,4,DL,CHA,ATL,-5.0,106,-8.0,0
2029,2015,1,15,4,EV,MOT,DEN,-9.0,604,-19.0,0
2030,2015,1,15,4,UA,MSP,DEN,6.0,680,-6.0,0
2031,2015,1,15,4,WN,ISP,MCO,-7.0,971,-11.0,0
2032,2015,1,15,4,WN,MHT,MCO,-1.0,1142,-17.0,0
2033,2015,1,15,4,EV,EWR,MSP,5.0,1008,4.0,0
2034,2015,1,15,4,AA,LGA,ORD,-9.0,733,-29.0,0
2035,2015,1,15,4,MQ,GSO,MIA,-3.0,710,14.0,0
2036,2015,1,15,4,WN,DAL,DEN,19.0,651,10.0,0
2037,2015,1,15,4,EV,SHV,ATL,-3.0,551,1.0,0
2038,2015,1,15,4,WN,STL,DAL,6.0,546,-4.0,0
2039,2015,1,15,4,EV,CHO,LGA,-10.0,305,-4.0,0
2040,2015,1,15,4,B6,LGB,OAK,-7.0,353,-16.0,0
2041,2015,1,15,4,DL,CHS,ATL,-5.0,259,-9.0,0
2042,2015,1,15,4,DL,GEG,MSP,9.0,1175,-11.0,0
2043,2015,1,15,4,DL,ATL,EWR,-3.0,746,20.0,0
2044,2015,1,15,4,EV,IAH,MEM,-10.0,468,-8.0,0
2045,2015,1,15,4,UA,LGA,DEN,-2.0,1620,-34.0,0
2046,2015,1,15,4,AS,SEA,BUR,-5.0,937,-7.0,0
2047,2015,1,15,4,WN,SAN,SFO,,447,,1
2048,2015,1,15,4,AA,JFK,SFO,0.0,2586,-39.0,0
2049,2015,1,15,4,NK,LAS,DEN,-2.0,628,-2.0,0
2050,2015,1,15,4,UA,ORD,SEA,-2.0,1721,2.0,0
2051,2015,1,15,4,US,PWM,CLT,-4.0,813,7.0,0
2052,2015,1,15,4,EV,ISN,DEN,-5.0,576,2.0,0
2053,2015,1,15,4,DL,ATL,MEM,-4.0,332,-15.0,0
2054,2015,1,15,4,AA,SAN,DFW,-9.0,1171,-26.0,0
2055,2015,1,15,4,US,PBI,CLT,-4.0,590,1.0,0
2056,2015,1,15,4,AA,JFK,MIA,-4.0,1089,-10.0,0
2057,2015,1,15,4,WN,STL,MKE,-7.0,317,-12.0,0
2058,2015,1,15,4,AA,LGA,ORD,-6.0,733,-23.0,0
2059,2015,1,15,4,B6,BOS,CLT,-6.0,728,0.0,0
2060,2015,1,15,4,MQ,MAF,DFW,-2.0,309,1.0,0
2061,2015,1,15,4,WN,TPA,DEN,5.0,1506,-16.0,0
2062,2015,1,15,4,DL,SEA,MSP,0.0,1399,-13.0,0
2063,2015,1,15,4,WN,BWI,IND,-4.0,516,-18.0,0
2064,2015,1,15,4,MQ,ORD,GRR,3.0,137,2.0,0
2065,2015,1,15,4,WN,BUR,OAK,,325,,1
2066,2015,1,15,4,NK,ORD,LAS,1.0,1514,17.0,0
2067,2015,1,15,4,AS,BLI,LAS,-9.0,954,-6.0,0
2068,2015,1,15,4,MQ,DFW,FSD,-1.0,737,0.0,0
2069,2015,1,15,4,UA,ORD,FLL,9.0,1182,-9.0,0
2070,2015,1,15,4,OO,MSP,ISN,-7.0,546,-22.0,0
2071,2015,1,15,4,OO,MSP,CMH,-9.0,626,-26.0,0
2072,2015,1,15,4,OO,MSP,ATW,-9.0,236,-7.0,0
2073,2015,1,15,4,WN,DEN,IAD,-3.0,1452,3.0,0
2074,2015,1,15,4,UA,MCO,EWR,-2.0,937,-16.0,0
2075,2015,1,15,4,UA,LAX,HNL,45.0,2556,20.0,0
2076,2015,1,15,4,EV,ICT,ORD,-6.0,588,9.0,0
2077,2015,1,15,4,DL,ORD,DTW,-4.0,235,-15.0,0
2078,2015,1,15,4,B6,LGA,FLL,-3.0,1076,1.0,0
2079,2015,1,15,4,WN,PBI,BWI,-2.0,883,-4.0,0
2080,2015,1,15,4,WN,SAN,MDW,-2.0,1728,-2.0,0
2081,2015,1,15,4,WN,HOU,MSY,6.0,302,-5.0,0
2082,2015,1,15,4,AA,DFW,SEA,42.0,1660,18.0,0
2083,2015,1,15,4,DL,ATL,DCA,33.0,547,21.0,0
2084,2015,1,15,4,DL,DCA,ATL,-1.0,547,-5.0,0
2085,2015,1,15,4,DL,ATL,PNS,-4.0,271,-5.0,0
2086,2015,1,15,4,DL,HSV,ATL,-2.0,151,5.0,0
2087,2015,1,15,4,US,DCA,BOS,-5.0,399,-10.0,0
2088,2015,1,15,4,WN,CMH,MCO,-3.0,802,-16.0,0
2089,2015,1,15,4,DL,PHL,ATL,11.0,666,4.0,0
2090,2015,1,15,4,WN,DEN,MCO,-3.0,1546,-12.0,0
2091,2015,1,15,4,DL,MSP,PDX,10.0,1426,-6.0,0
2092,2015,1,15,4,AA,SNA,DFW,18.0,1205,14.0,0
2093,2015,1,15,4,UA,BOS,ORD,-6.0,867,6.0,0
2094,2015,1,15,4,OO,LAX,SMX,-2.0,134,-1.0,0
2095,2015,1,15,4,WN,MDW,OMA,-4.0,423,-17.0,0
2096,2015,1,15,4,DL,CLT,DTW,-6.0,500,-20.0,0
2097,2015,1,15,4,MQ,DFW,MAF,-2.0,309,-6.0,0
2098,2015,1,15,4,US,DCA,LGA,-6.0,214,-26.0,0
2099,2015,1,15,4,HA,LIH,OGG,-7.0,201,-3.0,0
2100,2015,1,15,4,DL,CLT,ATL,-6.0,226,-12.0,0
2101,2015,1,15,4,UA,ORD,BOS,8.0,867,17.0,0
2102,2015,1,15,4,B6,SAN,JFK,4.0,2446,21.0,0
2103,2015,1,15,4,AS,PDX,LAX,-6.0,834,-5.0,0
2104,2015,1,15,4,WN,MDW,LAS,15.0,1521,4.0,0
2105,2015,1,15,4,AS,ANC,SEA,0.0,1448,4.0,0
2106,2015,1,15,4,WN,SAN,BWI,14.0,2295,20.0,0
2107,2015,1,15,4,WN,MSP,MDW,1.0,349,-13.0,0
2108,2015,1,15,4,OO,DEN,FAR,10.0,627,7.0,0
2109,2015,1,15,4,WN,SNA,SJC,2.0,342,-2.0,0
2110,2015,1,15,4,UA,EWR,ORD,28.0,719,22.0,0
2111,2015,1,15,4,B6,TPA,BDL,-3.0,1111,-10.0,0
2112,2015,1,15,4,US,CLT,BWI,-8.0,361,0.0,0
2113,2015,1,15,4,AS,OGG,SJC,-11.0,2355,-36.0,0
2114,2015,1,15,4,US,CLT,EWR,34.0,529,23.0,0
2115,2015,1,15,4,DL,ATL,PBI,-2.0,545,-19.0,0
2116,2015,1,15,4,OO,ORD,IND,-6.0,177,-17.0,0
2117,2015,1,15,4,DL,ATL,MDT,0.0,620,13.0,0
2118,2015,1,15,4,DL,ATL,FLL,1.0,581,6.0,0
2119,2015,1,15,4,EV,DEN,MTJ,7.0,196,-8.0,0
2120,2015,1,15,4,EV,LEX,ATL,128.0,304,132.0,0
2121,2015,1,15,4,DL,JFK,MIA,25.0,1089,8.0,0
2122,2015,1,15,4,UA,SFO,DEN,2.0,967,7.0,0
2123,2015,1,15,4,OO,DFW,IAH,-3.0,224,7.0,0
2124,2015,1,15,4,WN,SMF,BUR,-3.0,358,-12.0,0
2125,2015,1,15,4,AS,LIH,OAK,-10.0,2457,-33.0,0
2126,2015,1,15,4,AA,DFW,SNA,41.0,1205,38.0,0
2127,2015,1,15,4,OO,SMF,LAX,4.0,373,-2.0,0
2128,2015,1,15,4,HA,HNL,LIH,-1.0,102,1.0,0
2129,2015,1,15,4,AS,SEA,SJC,-1.0,697,0.0,0
2130,2015,1,15,4,WN,BOS,CAK,7.0,549,19.0,0
2131,2015,1,15,4,WN,STL,DAL,10.0,546,0.0,0
2132,2015,1,15,4,DL,PBI,LGA,-7.0,1035,-9.0,0
2133,2015,1,15,4,NK,FLL,ATL,27.0,581,18.0,0
2134,2015,1,15,4,UA,ORD,BOS,35.0,867,46.0,0
2135,2015,1,15,4,EV,EWN,ATL,-2.0,433,2.0,0
2136,2015,1,15,4,UA,HNL,ORD,3.0,4243,-29.0,0
2137,2015,1,15,4,UA,LAX,LIH,-5.0,2615,-30.0,0
2138,2015,1,15,4,UA,IAD,LAX,-1.0,2288,-49.0,0
2139,2015,1,15,4,US,DCA,PHX,13.0,1979,-28.0,0
2140,2015,1,15,4,WN,ONT,OAK,22.0,362,12.0,0
2141,2015,1,15,4,WN,RDU,MCO,-2.0,534,-11.0,0
2142,2015,1,15,4,DL,RDU,ATL,31.0,356,12.0,0
2143,2015,1,15,4,DL,MSP,BOS,0.0,1124,-5.0,0
2144,2015,1,15,4,OO,BZN,DEN,-10.0,524,-10.0,0
2145,2015,1,15,4,DL,LAX,LIH,-5.0,2615,-17.0,0
2146,2015,1,15,4,OO,FSD,DEN,-8.0,483,-3.0,0
2147,2015,1,15,4,AA,SAN,DFW,1.0,1171,20.0,0
2148,2015,1,15,4,US,DTW,PHX,-1.0,1671,-39.0,0
2149,2015,1,15,4,DL,MIA,LGA,-6.0,1096,-19.0,0
2150,2015,1,15,4,B6,JFK,MCO,23.0,944,20.0,0
2151,2015,1,15,4,EV,IAH,HOB,55.0,501,49.0,0
2152,2015,1,15,4,WN,ABQ,LAX,-5.0,677,-28.0,0
2153,2015,1,15,4,UA,EWR,SFO,29.0,2565,6.0,0
2154,2015,1,15,4,MQ,DFW,MAF,-3.0,309,2.0,0
2155,2015,1,15,4,EV,FAY,ATL,1.0,331,12.0,0
2156,2015,1,15,4,US,MCI,CLT,-5.0,808,-5.0,0
2157,2015,1,15,4,DL,BOS,DTW,207.0,632,206.0,0
2158,2015,1,15,4,OO,SFO,RDD,24.0,199,22.0,0
2159,2015,1,15,4,OO,LAX,SAT,102.0,1211,90.0,0
2160,2015,1,15,4,UA,ORD,DTW,15.0,235,-2.0,0
2161,2015,1,15,4,NK,MSY,ORD,-14.0,837,5.0,0
2162,2015,1,15,4,US,CLT,LGA,53.0,544,52.0,0
2163,2015,1,15,4,AA,DFW,FLL,-1.0,1119,-14.0,0
2164,2015,1,15,4,AA,ATL,DFW,-7.0,731,-15.0,0
2165,2015,1,15,4,WN,OAK,GEG,35.0,723,22.0,0
2166,2015,1,15,4,DL,FLL,ATL,-2.0,581,1.0,0
2167,2015,1,15,4,US,DTW,CLT,-7.0,500,-18.0,0
2168,2015,1,15,4,WN,MCO,MHT,119.0,1142,110.0,0
2169,2015,1,15,4,B6,CLT,JFK,139.0,541,136.0,0
2170,2015,1,15,4,AS,SEA,SAN,-1.0,1050,-6.0,0
2171,2015,1,15,4,DL,MCO,LGA,-1.0,950,-8.0,0
2172,2015,1,15,4,US,CLT,STL,-3.0,575,-7.0,0
2173,2015,1,15,4,WN,HOU,ABQ,-3.0,759,-3.0,0
2174,2015,1,15,4,AA,ATL,DFW,-12.0,731,-22.0,0
2175,2015,1,15,4,WN,MCI,HOU,0.0,666,-12.0,0
2176,2015,1,15,4,US,PHL,MCO,27.0,861,27.0,0
2177,2015,1,15,4,WN,SAN,LAS,-1.0,258,-4.0,0
2178,2015,1,15,4,WN,SAT,DAL,0.0,248,-1.0,0
2179,2015,1,15,4,WN,OAK,LAS,-5.0,407,-14.0,0
2180,2015,1,15,4,B6,HPN,PBI,12.0,1056,5.0,0
2181,2015,1,15,4,AS,SEA,GEG,2.0,224,16.0,0
2182,2015,1,15,4,MQ,JFK,DCA,21.0,213,19.0,0
2183,2015,1,15,4,OO,SLC,MFR,-10.0,575,-19.0,0
2184,2015,1,15,4,OO,SLC,FCA,-7.0,531,-6.0,0
2185,2015,1,15,4,EV,ATL,AVL,-1.0,164,-4.0,0
2186,2015,1,15,4,WN,BWI,BDL,18.0,283,13.0,0
2187,2015,1,15,4,AS,SEA,GEG,-3.0,224,-4.0,0
2188,2015,1,16,5,US,LAX,CLT,-1.0,2125,26.0,0
2189,2015,1,16,5,US,BOS,CLT,-7.0,728,-17.0,0
2190,2015,1,16,5,AA,MCO,DFW,-6.0,985,-3.0,0
2191,2015,1,16,5,US,LGA,DCA,-3.0,214,-18.0,0
2192,2015,1,16,5,AA,SMF,DFW,-5.0,1431,-13.0,0
2193,2015,1,16,5,AS,SEA,ANC,-8.0,1448,-23.0,0
2194,2015,1,16,5,WN,BUF,TPA,0.0,1053,8.0,0
2195,2015,1,16,5,EV,EWR,DCA,-7.0,199,-4.0,0
2196,2015,1,16,5,WN,OAK,SAN,-4.0,446,-3.0,0
2197,2015,1,16,5,DL,FLL,LGA,-5.0,1076,-5.0,0
2198,2015,1,16,5,MQ,LSE,ORD,-5.0,215,-19.0,0
2199,2015,1,16,5,WN,MCI,MCO,-3.0,1072,-3.0,0
2200,2015,1,16,5,UA,BOI,DEN,-3.0,649,-11.0,0
2201,2015,1,16,5,VX,LAX,DAL,-7.0,1246,-7.0,0
2202,2015,1,16,5,NK,DFW,LAX,-8.0,1235,-17.0,0
2203,2015,1,16,5,MQ,DFW,CVG,4.0,812,-4.0,0
2204,2015,1,16,5,DL,MSP,MIA,-1.0,1501,-28.0,0
2205,2015,1,16,5,EV,IAD,MSP,9.0,908,1.0,0
2206,2015,1,16,5,EV,CHA,DTW,3.0,505,20.0,0
2207,2015,1,16,5,WN,AUS,SJC,3.0,1476,-12.0,0
2208,2015,1,16,5,WN,STL,FLL,-8.0,1056,-20.0,0
2209,2015,1,16,5,DL,FLL,ATL,-6.0,581,-11.0,0
2210,2015,1,16,5,AA,BOS,MIA,-6.0,1258,-17.0,0
2211,2015,1,16,5,WN,MKE,MCI,-1.0,436,-17.0,0
2212,2015,1,16,5,VX,AUS,SFO,-5.0,1504,-15.0,0
2213,2015,1,16,5,WN,SAT,LAS,-1.0,1069,-5.0,0
2214,2015,1,16,5,DL,FLL,JFK,-12.0,1069,-16.0,0
2215,2015,1,16,5,UA,SFO,SAN,6.0,447,1.0,0
2216,2015,1,16,5,WN,BWI,DEN,-3.0,1491,-25.0,0
2217,2015,1,16,5,WN,HOU,MAF,-4.0,441,0.0,0
2218,2015,1,16,5,DL,PHL,MSP,-4.0,980,-11.0,0
2219,2015,1,16,5,VX,SFO,FLL,3.0,2583,-3.0,0
2220,2015,1,16,5,UA,SFO,LAX,23.0,337,14.0,0
2221,2015,1,16,5,EV,IAD,ATL,-6.0,534,11.0,0
2222,2015,1,16,5,AA,ORD,SFO,-1.0,1846,-17.0,0
2223,2015,1,16,5,AS,SEA,SAN,-2.0,1050,-2.0,0
2224,2015,1,16,5,UA,LAX,HNL,8.0,2556,-3.0,0
2225,2015,1,16,5,WN,ATL,PHX,1.0,1587,-22.0,0
2226,2015,1,16,5,AS,LAX,PDX,-2.0,834,5.0,0
2227,2015,1,16,5,DL,MSP,LAS,-1.0,1299,-25.0,0
2228,2015,1,16,5,F9,SFO,DEN,-6.0,967,1.0,0
2229,2015,1,16,5,UA,SFO,PHX,-6.0,651,-12.0,0
2230,2015,1,16,5,WN,SAN,PHX,0.0,304,-1.0,0
2231,2015,1,16,5,WN,SAN,ATL,-4.0,1892,-3.0,0
2232,2015,1,16,5,EV,MDW,MSP,-7.0,349,-7.0,0
2233,2015,1,16,5,EV,FSD,DEN,-9.0,483,-12.0,0
2234,2015,1,16,5,MQ,LGA,ORF,25.0,296,30.0,0
2235,2015,1,16,5,WN,HOU,BNA,-5.0,670,-13.0,0
2236,2015,1,16,5,AS,SEA,LAS,13.0,867,2.0,0
2237,2015,1,16,5,UA,ORD,IAH,-1.0,925,-37.0,0
2238,2015,1,16,5,OO,PHX,ELP,-1.0,347,11.0,0
2239,2015,1,16,5,UA,DEN,PHL,-1.0,1558,-1.0,0
2240,2015,1,16,5,DL,ATL,PBI,40.0,545,34.0,0
2241,2015,1,16,5,AS,SJC,SEA,-2.0,697,10.0,0
2242,2015,1,16,5,UA,ORD,MSP,-1.0,334,-3.0,0
2243,2015,1,16,5,UA,SFO,ORD,1.0,1846,-7.0,0
2244,2015,1,16,5,WN,DEN,MCI,15.0,533,7.0,0
2245,2015,1,16,5,WN,SEA,MKE,-2.0,1694,-15.0,0
2246,2015,1,16,5,MQ,DFW,ABI,-3.0,158,-9.0,0
2247,2015,1,16,5,OO,SFO,SNA,-6.0,372,0.0,0
2248,2015,1,16,5,EV,OKC,IAH,0.0,395,5.0,0
2249,2015,1,16,5,WN,OAK,ONT,14.0,362,7.0,0
2250,2015,1,16,5,US,PHX,OAK,-4.0,646,-10.0,0
2251,2015,1,16,5,AA,ORD,AUS,16.0,978,-1.0,0
2252,2015,1,16,5,OO,TUS,SLC,4.0,601,-2.0,0
2253,2015,1,16,5,OO,MSP,DLH,-4.0,144,-5.0,0
2254,2015,1,16,5,AA,SJU,MIA,-9.0,1045,-13.0,0
2255,2015,1,16,5,WN,CMH,MCO,-7.0,802,-32.0,0
2256,2015,1,16,5,DL,MCO,ATL,-5.0,404,-6.0,0
2257,2015,1,16,5,UA,MCO,EWR,7.0,937,0.0,0
2258,2015,1,16,5,DL,LAX,JFK,-3.0,2475,19.0,0
2259,2015,1,16,5,MQ,JAN,DFW,42.0,408,34.0,0
2260,2015,1,16,5,AA,DFW,PHX,2.0,868,-7.0,0
2261,2015,1,16,5,US,CLT,EWR,-4.0,529,-7.0,0
2262,2015,1,16,5,DL,ATL,GPT,12.0,352,6.0,0
2263,2015,1,16,5,NK,LAS,DTW,-6.0,1749,-10.0,0
2264,2015,1,16,5,AA,DFW,SMF,-2.0,1431,-18.0,0
2265,2015,1,16,5,WN,TPA,DAL,-1.0,917,-7.0,0
2266,2015,1,16,5,AA,DFW,LGA,-2.0,1389,-9.0,0
2267,2015,1,16,5,F9,DEN,PHX,-7.0,602,-1.0,0
2268,2015,1,16,5,B6,LAX,BOS,-1.0,2611,1.0,0
2269,2015,1,16,5,MQ,LFT,DFW,7.0,351,7.0,0
2270,2015,1,16,5,WN,RSW,DCA,-5.0,892,-9.0,0
2271,2015,1,16,5,AA,ORD,LAX,0.0,1744,-11.0,0
2272,2015,1,16,5,AS,OAK,SEA,-1.0,671,-1.0,0
2273,2015,1,16,5,OO,STL,CVG,-10.0,308,-7.0,0
2274,2015,1,16,5,WN,SFO,STL,-2.0,1735,-9.0,0
2275,2015,1,16,5,DL,FLL,MSP,-3.0,1487,-20.0,0
2276,2015,1,16,5,EV,BRO,IAH,-5.0,308,8.0,0
2277,2015,1,16,5,WN,HOU,LAS,18.0,1235,10.0,0
2278,2015,1,16,5,NK,DFW,ATL,-2.0,731,-4.0,0
2279,2015,1,16,5,EV,DTW,TUL,-7.0,789,-23.0,0
2280,2015,1,16,5,OO,SLC,OMA,-6.0,840,-7.0,0
2281,2015,1,16,5,WN,HOU,MSY,-2.0,302,-3.0,0
2282,2015,1,16,5,AS,SAN,SEA,-2.0,1050,7.0,0
2283,2015,1,16,5,EV,PVD,IAD,30.0,372,35.0,0
2284,2015,1,16,5,DL,DEN,ATL,1.0,1199,-2.0,0
2285,2015,1,16,5,MQ,HSV,DFW,21.0,603,21.0,0
2286,2015,1,16,5,B6,JFK,JAX,12.0,828,10.0,0
2287,2015,1,16,5,DL,TPA,LGA,-4.0,1010,0.0,0
2288,2015,1,16,5,AA,DFW,RDU,1.0,1061,-9.0,0
2289,2015,1,16,5,DL,MSP,SEA,2.0,1399,-15.0,0
